review_id,original_text,pre_translated_text,emoji_converted,detected_lang,confidence,translated_text,cleaned_text,post_translated
01e7ed1d-37c5-4b99-8028-1dd938f2278c,একেবারে ফালতু অ্যাপস প্রচুর পরিমাণ টাকা কাটা সব জায়গায় দুই দিন পর পর আপডেট চায় এবং সার্ভিস খুব দুর্বল দুইদিন পর পর কেওয়াইসি সমস্যা এত বালের ঝামেলা কে করে,একেবারে ফালতু অ্যাপস প্রচুর পরিমাণ bdt কাটা সব জায়গায় দুই দিন পর পর appডেট চায় এবং সার্ভিস খুব দুর্বল দুইদিন পর পর কেওয়াইসি সমস্যা এত useless ঝামেলা কে করে,একেবারে ফালতু অ্যাপস প্রচুর পরিমাণ bdt কাটা সব জায়গায় দুই দিন পর পর appডেট চায় এবং সার্ভিস খুব দুর্বল দুইদিন পর পর কেওয়াইসি সমস্যা এত useless ঝামেলা কে করে,bn,1.0,"Totally useless apps, lots of bdt cut everywhere, asking for app update after two days and service very poor, KYC issue after two days, who bothers so much?","totally useless apps, lots of bdt cut everywhere, asking for app update after two days and service very poor, kyc issue after two days, who bothers so much?","totally useless apps, lots of bdt cut everywhere, asking for app update after two days and service very poor, kyc issue after two days, who bothers so much?"
e8e9090b-a732-451d-9bc8-752d9342d800,অনেক সুন্দর নগত টাকা নগদে সাথে আছি,অনেক সুন্দর নগত bdt nagadে সাথে আছি,অনেক সুন্দর নগত bdt nagadে সাথে আছি,bn,0.961,I am with many beautiful nagat bdt nagad,i am with many beautiful nagat bdt nagad,i am with many beautiful nagat bdt nagad
8587c25d-168d-4d9c-abb3-7605265557ec,ভালো,good,good,en,0.895,good,good,good
2b6882c2-fc96-4672-8f09-09a10762c2fd,আমি এখন বরিশালে অপর বিক্রি করে জিবিকা উপরজন করে ছেলে দের লেখা পরা করেয়ে থাকি,আমি এখন বরিশালে অপর বিক্রি করে জিবিকা উপরজন করে ছেলে দের লেখা পরা করেয়ে থাকি,আমি এখন বরিশালে অপর বিক্রি করে জিবিকা উপরজন করে ছেলে দের লেখা পরা করেয়ে থাকি,bn,1.0,Now I sell others in Barisal and make them wear clothes for boys,now i sell others in barisal and make them wear clothes for boys,now i sell others in barisal and make them wear clothes for boys
aa198e26-7400-4236-b2d2-c13e1cf5eae1,valo,good,good,en,0.895,good,good,good
d244a799-f001-4b25-8230-d98c69cbea0e,নাইছ,nice,nice,en,0.839,nice,nice,nice
3ab8dfb2-8cfe-4abf-a29d-6696ce511238,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
9f29267d-8ce1-4bb1-a71e-03f0ac90009d,গুড,গুড,গুড,bn,0.998,good,good,good
d8eeac46-13ea-4aa4-9e68-0700ab8cd734,আগে চেয়ে খরচ বেশি কাটে এখন,আগে চেয়ে খরচ বেশি কাটে এখন,আগে চেয়ে খরচ বেশি কাটে এখন,bn,0.967,It costs more now than before,it costs more now than before,it costs more now than before
e2c2cb6f-576e-4e8f-ab1f-84a75f62ec76,সুন্দর,সুন্দর,সুন্দর,bn,0.552,beautiful,beautiful,beautiful
1ed2c1a9-5ccd-410c-b078-4876a87059b1,আলহামদুলিল্লাহ ভালো 👑,আলহামদুলিল্লাহ good 👑,আলহামদুলিল্লাহ good  crown ,bn,0.787,Alhamdulillah good crown,alhamdulillah good crown,alhamdulillah good crown
f919168d-327e-4b3a-b2bc-d6bb50509779,good apps,gooddood appps,gooddood appps,en,0.304,gooddood appps,gooddood apps,gooddood apps
06c4bbd3-ac30-43f2-bb6f-9ad747e175d1,ভালো,good,good,en,0.895,good,good,good
871b823a-b998-4d79-9bf0-fddc6d1e978d,থথ,থথ,থথ,bn,0.672,Thoth,thoth,thoth
a4bf9fb8-d2f2-434a-8dc0-343b76bcf1ff,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
3c92b539-8a93-4233-b7fb-e9093cb8dc9f,অসাধারণ ভালো,অসাধারণ good,অসাধারণ good,bn,0.968,Very good,very good,very good
54f6c718-61d6-4971-a490-83413725ed0f,ধন্যবাদ,ধন্যবাদ,ধন্যবাদ,bn,0.986,thank you,thank you,thank you
b5c2b6fa-2178-4b6d-8771-3932fd9ce8db,khan osi 7000,khan osi 7000,khan osi 7000,en,0.301,khan osi 7000,khan osi 700,khan osi 700
797601d4-9f79-4966-a334-4eb3f6877245,good service 👍,gooddood serbrotherce 👍,gooddood serbrotherce  thumbs_up ,en,0.285,gooddood serbrotherce  thumbs_up,gooddood serbrotherce thumbs_up,gooddood serbrotherce thumbs_up
1ae05c87-9090-4218-9c82-ea26a3b6fac6,জসহূহীহ,জসহূহীহ,জসহূহীহ,bn,0.615,Jasahuhih,jasahuhih,jasahuhih
6c6d9118-a6b2-4e07-899f-179a03312b44,nagad verion 5.5,no/notgooddad veryon 5.5,no/notgooddad veryon 5.5,en,0.18,no/notgooddad veryon 5.5,nonotgooddad veryon 5.5,nonotgooddad veryon 5.5
6cbb6054-3e51-449f-85b9-7e31564a5f13,নাইস পোষ্ট,nice পোষ্ট,nice পোষ্ট,as,0.683,nice post,nice post,nice post
8b56f619-aa49-40c9-b212-ed2f8a14ab77,ভালো ❤️❤️❤️,good ❤️❤️❤️,good  red_heart  red_heart  red_heart ,en,0.484,good  red_heart  red_heart  red_heart,good red_heart red_heart red_heart,good red_heart red_heart red_heart
2966a846-2b01-4a31-8ce6-ca20ac8f46cf,good morning 🌞🌞🌞,gooddood morningoodd 🌞🌞🌞,gooddood morningoodd  sun_with_face  sun_with_face  sun_with_face ,en,0.782,gooddood morningoodd  sun_with_face  sun_with_face  sun_with_face,gooddood morningoodd sun_with_face sun_with_face sun_with_face,gooddood morningoodd sun_with_face sun_with_face sun_with_face
79941670-4931-420a-a56d-e3f3ab0eb77e,আমার নগদে অ্যাপস এর মাধ্যমে লগইন হচ্ছে না,আমার nagadে অ্যাপস এর মাধ্যমে লগইন হচ্ছে না,আমার nagadে অ্যাপস এর মাধ্যমে লগইন হচ্ছে না,bn,0.999,My nagad is not logging in through apps,my nagad is not logging in through apps,my nagad is not logging in through apps
3e3f2ae0-4325-4304-844a-a0113ca26e18,মাশাল্লাহ অনেক ভালো,মাশাল্লাহ অনেক good,মাশাল্লাহ অনেক good,bn,0.98,Mashallah very good,mashallah very good,mashallah very good
ffc91bd0-1b32-4728-b130-137235ab57cd,i love nagad,i lovee no/notgooddad,i lovee no/notgooddad,es,0.363,i lovee no/notgooddad,i lovee nonotgooddad,i lovee nonotgooddad
9c9a03bf-e246-44d4-999b-59029e06d5f6,ভালো কিন্তু নগদ লোন দেয় না কেনো,good কিন্তু nagad লোন দেয় না whyো,good কিন্তু nagad লোন দেয় না whyো,bn,0.72,good but nagad doesn't give loans why,good but nagad doesn't give loans why,good but nagad doesn't give loans why
a64a1931-4930-462c-bf89-cfa95d382f61,সুন্দর একটা অ্যাপ,সুন্দর একটা অ্যাপ,সুন্দর একটা অ্যাপ,bn,1.0,A nice app,a nice app,a nice app
834cc1f1-8312-472c-9000-a89504b3b2ae,welcome,welcome,welcome,en,0.119,welcome,welcome,welcome
7fc83626-c9d5-4d4a-b4e7-2286eb3c211c,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
247a2363-2d05-4676-b04a-a62b37dbfd6c,ঠিক আছে,ঠিক আছে,ঠিক আছে,bn,0.93,ok,ok,ok
4ff42835-b804-454c-babb-37ebbd5007c6,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
0b67dbad-bab5-4eb9-9a62-3fe22ebc3e97,nice,nice,nice,en,0.839,nice,nice,nice
01e61f46-bd08-48ee-a664-488cd001b030,my ngot appy অনলাইন sime on ok. no সেমি মেন সিম কার্ড nubar অনলাইন all সেটিং appy ইন্টারনেট nogt appy,my ngooddot apppy অনলাইন sime on ok. no সেমি মেন সিম কার্ড nubar অনলাইন all সেটিং apppy ইন্টারনেট nogooddt apppy,my ngooddot apppy অনলাইন sime on ok. no সেমি মেন সিম কার্ড nubar অনলাইন all সেটিং apppy ইন্টারনেট nogooddt apppy,bn,0.959,my ngooddot appy online sime on ok. no semi main sim card nubar online all setting apppy internet nogooddt apppy,my ngooddot appy online sime on ok. no semi main sim card nubar online all setting appy internet nogooddt appy,my ngooddot appy online sime on ok. no semi main sim card nubar online all setting appy internet nogooddt appy
03d56ebe-5535-403f-ad8a-f69b3d976c3d,আমি নগদে অন্য কারো কাছে টাকা পাঠাতে পাচ্ছি না,আমি nagadে অন্য কারো কাছে bdt পাঠাতে পাচ্ছি না,আমি nagadে অন্য কারো কাছে bdt পাঠাতে পাচ্ছি না,bn,0.993,I am not able to send bdt to anyone else in nagad,i am not able to send bdt to anyone else in nagad,i am not able to send bdt to anyone else in nagad
4f4ad7e0-87b1-4da3-8b81-7bd1b86f9b63,ওও,ওও,ওও,bn,0.983,ooo,oo,oo
9e4d9c11-f82f-4c40-936d-98fd343191d2,একটা মোটেও ভালো চলে না,একটা মোটেও good চলে না,একটা মোটেও good চলে না,bn,0.991,One does not go well at all,one does not go well at all,one does not go well at all
6d4fe09f-f708-4205-8ab2-07a9420c4b81,নগত একাউন্টে ভেরিফাই কোড দেয় না কেনো,নগত একাউন্টে ভেরিফাই কোড দেয় না whyো,নগত একাউন্টে ভেরিফাই কোড দেয় না whyো,bn,0.602,Nagat doesn't give verification code on account,nagat doesn't give verification code on account,nagat doesn't give verification code on account
a0582bb6-9392-4866-9131-de801bd71df9,nice,nice,nice,en,0.839,nice,nice,nice
75c31d53-e7ae-4015-9007-f994a35ae07b,অনেক ভালো,অনেক good,অনেক good,bn,0.92,very good,very good,very good
5ca6dba2-656d-48a8-b06d-9b15e3300be6,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
fb9d70fb-1a21-4ea5-96ba-e637d439a9a3,নগদ ডাচ বাংলা ব্যাংকের টাকা,nagad ডাচ বাংলা ব্যাংকের bdt,nagad ডাচ বাংলা ব্যাংকের bdt,bn,0.993,nagad dutch bangla bank bdt,nagad dutch bangla bank bdt,nagad dutch bangla bank bdt
f775be6a-ced6-4858-a33e-057724c59585,good 😊,gooddood 😊,gooddood  smiling_face_with_smiling_eyes ,en,0.246,gooddood  smiling_face_with_smiling_eyes,gooddood smiling_face_with_smiling_eyes,gooddood smiling_face_with_smiling_eyes
1c8757dc-89c4-4528-925d-92a5f03af3ec,ভালো,good,good,en,0.895,good,good,good
4f4fc00b-70f9-4497-806c-e804aaadc546,ok,ok,ok,en,0.898,ok,ok,ok
c61bb6a6-ac37-4858-829d-bb42920b5169,sujon sujon,sujon sujon,sujon sujon,eo,0.184,sujon sujon,sujon sujon,sujon sujon
b2858e10-bb30-4917-8d19-a50914114bc2,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
c351b1f4-24b5-437f-9a85-530a77f9c388,i like its,i like its,i like its,en,1.0,i like its,i like its,i like its
240bf101-371c-42a7-b81e-bbc1e93cb09c,অসাধারণ ❤️‍🔥💝,অসাধারণ ❤️‍🔥💝,অসাধারণ  heart_on_fire  heart_with_ribbon ,bn,0.447,Awesome heart_on_fire heart_with_ribbon,awesome heart_on_fire heart_with_ribbon,awesome heart_on_fire heart_with_ribbon
bef25a84-6849-477d-9088-1959b6470e5d,অনেক ভালো লেগেছে ধন্যবাদ,অনেক good লেগেছে ধন্যবাদ,অনেক good লেগেছে ধন্যবাদ,bn,0.974,Thank you very much,thank you very much,thank you very much
5ed956f2-8a99-48bf-8277-40da1e5df3dd,variy nice apps,variy nice appps,variy nice appps,en,0.526,variy nice appps,variy nice apps,variy nice apps
d629abfd-fc3d-41b1-ac2e-d7a9c562f4f2,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
a689a85b-403e-4dcd-a787-6cf1f514de03,পেবিলে টাকা কাটে 10 টাকা এটা খুব খারাপ,পেবিলে bdt কাটে 10 bdt এটা খুব খারাপ,পেবিলে bdt কাটে 10 bdt এটা খুব খারাপ,bn,0.891,Paybill bdt cut 10 bdt its very bad,paybill bdt cut 10 bdt its very bad,paybill bdt cut 10 bdt its very bad
bef9899e-95de-4665-b865-8e8e646f4488,নগদ অ্যাপসটি খুব ভালো কিন্তু এখন প্রচুর পরিমাণে টাকা কাটে সেন্ড মানি করার সময়,nagad অ্যাপসটি খুব good কিন্তু এখন প্রচুর পরিমাণে bdt কাটে সেন্ড মানি করার সময়,nagad অ্যাপসটি খুব good কিন্তু এখন প্রচুর পরিমাণে bdt কাটে সেন্ড মানি করার সময়,bn,0.991,nagad app is very good but now its time to send money by cutting large amount of bdt,nagad app is very good but now its time to send money by cutting large amount of bdt,nagad app is very good but now its time to send money by cutting large amount of bdt
dd5221ee-3cc0-4f79-a22d-cf5e71d500c9,ধন্যবাদ,ধন্যবাদ,ধন্যবাদ,bn,0.986,thank you,thank you,thank you
102cf6b9-4c20-4e04-b20a-34eea71a5ec5,wow,wow,wow,ceb,0.366,wow,wow,wow
e74d5b26-8db4-4ade-81da-c5cded55731e,আমি পারি,আমি পারি,আমি পারি,bn,0.996,i can,i can,i can
5b62d411-3c9a-4e23-81bd-5defb8c515bb,ভালো খুব ভালো,good খুব good,good খুব good,en,0.782,good very good,good very good,good very good
3a3e3cfd-c0b9-4909-b99a-99817a98e6b7,ভালো,good,good,en,0.895,good,good,good
6152d9ed-3e3a-4830-89d8-9ab3b1d3b0da,nice,nice,nice,en,0.839,nice,nice,nice
ccfb1e7d-b5e7-45f6-9e4b-e70c4697a8a7,💓💓,💓💓, beating_heart  beating_heart ,en,0.728,beating_heart  beating_heart,beating_heart beating_heart,beating_heart beating_heart
b26d298a-b7b4-4ff2-ac12-ccea5559fb3a,খুবই ভালো অনেক অনেক ভালো একটি অ্যাপ,খুবই good অনেক অনেক good একটি অ্যাপ,খুবই good অনেক অনেক good একটি অ্যাপ,bn,0.997,Very good very very good app,very good very very good app,very good very very good app
04512c52-fcb1-4c8d-9033-ab82d9576f0e,অনেক ভালো আমি ইউজ করি অনেক সুবিধা পেয়েছি অ্যাপস সার্ভিস ভালো অনেক ভালো অ্যাপস আমার অনেক কাজে লাগে,অনেক good আমি ইউজ করি অনেক সুবিধা পেয়েছি অ্যাপস সার্ভিস good অনেক good অ্যাপস আমার অনেক কাজে লাগে,অনেক good আমি ইউজ করি অনেক সুবিধা পেয়েছি অ্যাপস সার্ভিস good অনেক good অ্যাপস আমার অনেক কাজে লাগে,bn,0.999,Very good I use many benefits Apps service good Many good apps are very useful for me,very good i use many benefits apps service good many good apps are very useful for me,very good i use many benefits apps service good many good apps are very useful for me
0d108f86-6555-44dc-af70-7787a4bbde35,very good application,very gooddood appplication,very gooddood appplication,en,0.893,very gooddood appplication,very gooddood application,very gooddood application
088085f0-a361-4c24-a96d-3ba4c5ddb4ff,ভালো,good,good,en,0.895,good,good,good
d3e02a2d-8249-437d-91bc-f7da91776c08,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
9cdf728a-27ed-4fd1-be78-7b1271952a22,ধন্যবাদ সবাইকে,ধন্যবাদ সবাইকে,ধন্যবাদ সবাইকে,bn,0.999,Thanks everyone,thanks everyone,thanks everyone
b17c9a54-767a-47e3-80a7-e40958127845,ভালো,good,good,en,0.895,good,good,good
2dda6c86-540a-4161-a3d7-5e74114ae9ac,valo,good,good,en,0.895,good,good,good
276c4031-f973-4136-9be5-d0609d6c6023,🥀অনেক সুন্দর একটি অ্যাপ🥀,🥀অনেক সুন্দর একটি অ্যাপ🥀, wilted_flower অনেক সুন্দর একটি অ্যাপ wilted_flower ,bn,0.99,wilted_flower very nice app wilted_flower,wilted_flower very nice app wilted_flower,wilted_flower very nice app wilted_flower
e4328779-307f-44c5-a5d7-20c8ae545438,noyon,noyon,noyon,fr,0.447,noyon,noyon,noyon
e8e8c2fd-80a5-4aa2-a5f5-30a178f9d224,নাইস,nice,nice,en,0.839,nice,nice,nice
d2d57047-8207-4bc5-8ad8-ba55b0aabc85,nice,nice,nice,en,0.839,nice,nice,nice
3bc3076a-c62e-439f-83f0-8bbb811ce0fa,my nogot accounts not other device hack,my nogooddot accounts not other debrotherce hack,my nogooddot accounts not other debrotherce hack,en,0.347,my nogooddot accounts not other debrotherce hack,my nogooddot accounts not other debrotherce hack,my nogooddot accounts not other debrotherce hack
b75a9de7-ca4a-494f-839a-2fed9ecdd52f,অনেক ভালো,অনেক good,অনেক good,bn,0.92,very good,very good,very good
5938b9f2-de97-460d-94d7-877a19285148,nice,nice,nice,en,0.839,nice,nice,nice
5c79624d-6a31-43b2-b22d-4a6cd6eaad39,আমি নগদের অ্যাপসের জন্য বারবার চেষ্টা করেও,আমি nagadের অ্যাপসের জন্য বারবার চেষ্টা করেও,আমি nagadের অ্যাপসের জন্য বারবার চেষ্টা করেও,bn,1.0,I tried again and again for nagad apps,i tried again and again for nagad apps,i tried again and again for nagad apps
443835ec-e33f-45d0-8407-ef0c5a732a75,নগদ থেকে লোন নিতে চাই,nagad থেকে লোন নিতে চাই,nagad থেকে লোন নিতে চাই,bn,0.999,Want to take loan from nagad,want to take loan from nagad,want to take loan from nagad
a98eca8c-ed14-4ef0-a7cf-43369c160a27,❤️❤️❤️,❤️❤️❤️, red_heart  red_heart  red_heart ,en,0.377,red_heart  red_heart  red_heart,red_heart red_heart red_heart,red_heart red_heart red_heart
f7648256-03aa-4c49-930c-4fcfa817e02a,নগতটা আপডেট করে আরো উন্নত কোরতে হবে,নগতটা appডেট করে আরো উন্নত কোরতে হবে,নগতটা appডেট করে আরো উন্নত কোরতে হবে,bn,0.998,The new one should be updated and improved,the new one should be updated and improved,the new one should be updated and improved
60671c78-8d50-4fec-a6ba-77abd0033b24,আমার নগদ একাউনট টা ইসলামিক একাউন্ট করা যাবে কিনা,আমার nagad একাউনট টা ইসলামিক একাউন্ট করা যাবে কিনা,আমার nagad একাউনট টা ইসলামিক একাউন্ট করা যাবে কিনা,bn,0.996,Can my nagad account be converted to islamic account?,can my nagad account be converted to islamic account?,can my nagad account be converted to islamic account?
3e6bd00e-2a21-4cb9-a28b-777c185a9fa3,nice 👍,nice 👍,nice  thumbs_up ,en,0.859,nice  thumbs_up,nice thumbs_up,nice thumbs_up
acbea27c-6ea5-48d2-ae77-29b0b0793a51,লগহিন হয়না কেনো,লগহিন হয়না whyো,লগহিন হয়না whyো,bn,0.681,Why doesn't it log in?,why doesn't it log in?,why doesn't it log in?
bdf7ae2c-dead-49cc-a976-65dac1fe4ab8,ভালো,good,good,en,0.895,good,good,good
b44874db-7cf6-4ddb-94bb-1bb2615a0f08,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
3b44eef8-9c6e-4f84-8fcd-b2ffa31ef055,নাইস,nice,nice,en,0.839,nice,nice,nice
43e6ce1a-fd3d-4cca-98ae-4d4723aba4ad,ভালো ✅,good ✅,good  check_mark_button ,en,0.416,good  check_mark_button,good check_mark_button,good check_mark_button
