review_id,original_text,pre_translated_text,emoji_converted,detected_lang,confidence,translated_text,cleaned_text,post_translated
634702f2-3d7a-46c0-8f42-707611ad06b8,আলহামদুলিল্লাহ ভালো,আলহামদুলিল্লাহ good,আলহামদুলিল্লাহ good,bn,0.901,Alhamdulillah good,alhamdulillah good,alhamdulillah good
94f5eafb-c013-4aed-8f42-d5d583e012ef,📣📣খুব ভালো রকেট এপ অসাধারণ 📢📢,📣📣খুব good রকেট এপ অসাধারণ 📢📢, megaphone  megaphone খুব good রকেট এপ অসাধারণ  loudspeaker  loudspeaker ,bn,0.574,megaphone megaphone very good rocket app awesome loudspeaker loudspeaker,megaphone megaphone very good rocket app awesome loudspeaker loudspeaker,megaphone megaphone very good rocket app awesome loudspeaker loudspeaker
1ba7f830-f642-4c1f-b48e-c5e63e19208d,good apps,gooddood appps,gooddood appps,en,0.304,gooddood appps,gooddood apps,gooddood apps
53e58a88-a78f-470b-8d1a-afef43d2f236,ভালো,good,good,en,0.895,good,good,good
231da4fb-2b3e-480f-bd4d-0dc1f84a46f9,ভালো,good,good,en,0.895,good,good,good
e05b39fd-9ce0-45fd-a8f6-f525f0c9eeb0,নাইচ,nice,nice,en,0.839,nice,nice,nice
8fd610d0-0f59-410f-a574-4a793e5fc130,fine,appine,appine,en,0.647,appine,appine,appine
22652882-2a33-4765-b5d0-e02180344d6d,ভালো,good,good,en,0.895,good,good,good
aa23426b-e089-4898-b696-5b2bd9ce5230,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
3de57973-16b9-4f48-9d5a-299666c5b488,no thanks,no thanks,no thanks,en,0.832,no thanks,no thanks,no thanks
d8a52a10-89dd-4847-a3c0-842d15f13ace,ok,ok,ok,en,0.898,ok,ok,ok
4513ec61-389a-435d-af29-f378061ff49c,nice,nice,nice,en,0.839,nice,nice,nice
f3fedf7c-0fc4-481e-b805-98ad256b4e11,good app 💯,gooddood appp 💯,gooddood appp  hundred_points ,en,0.294,gooddood appp  hundred_points,gooddood app hundred_points,gooddood app hundred_points
7b25fd21-d5fe-47f3-a1e0-ab302cc9bcff,very good 💯😊,very gooddood 💯😊,very gooddood  hundred_points  smiling_face_with_smiling_eyes ,en,0.512,very gooddood  hundred_points  smiling_face_with_smiling_eyes,very gooddood hundred_points smiling_face_with_smiling_eyes,very gooddood hundred_points smiling_face_with_smiling_eyes
0394b8f0-d224-4267-bbf3-8cd4270c05bf,great apps,gooddreat appps,gooddreat appps,en,0.8,gooddreat appps,gooddreat apps,gooddreat apps
71bf5916-42f3-47d5-8734-f8303452a5fa,good and necessary,gooddood and necessiry,gooddood and necessiry,en,0.287,gooddood and necessiry,gooddood and necessiry,gooddood and necessiry
6fa2b6ac-cb8f-4e68-87e8-dc9a8377ed0b,darun,darun,darun,en,0.573,darun,darun,darun
838c482b-7373-48cc-8a33-a6e1a485e965,আইকুল,আইকুল,আইকুল,bn,0.976,icool,icool,icool
7b2cdcfa-146d-45d8-bca0-b312e15b40b3,ভালো,good,good,en,0.895,good,good,good
b0540be4-5b33-44a9-8705-8d1488e5a126,অ্যাপসটা ফোনের সামনে আনতে চাই,অ্যাপসটা ফোনের সামনে আনতে চাই,অ্যাপসটা ফোনের সামনে আনতে চাই,bn,1.0,I want to bring the app to the front of the phone,i want to bring the app to the front of the phone,i want to bring the app to the front of the phone
bc693eb0-59b9-4bbd-8263-ee3b0066b9a8,verry biutiffull,very biutiappappull,very biutiappappull,en,0.44,very biutiappappull,very biutiappappull,very biutiappappull
a3d4d8d0-487c-40cc-9611-3952db9e1fae,হা,হা,হা,bn,1.0,Ha,ha,ha
ac4c08ad-0ccb-4318-bb03-dbde92f78cc8,nicee,nicee,nicee,nl,0.742,nicee,nicee,nice
d53b0301-6ec9-492c-bcc1-39e1eef48c9d,ভালো অ্যাপস,good অ্যাপস,good অ্যাপস,bn,0.996,good apps,good apps,good apps
56b80dcc-32a8-4abb-a7ad-36e442b46b9c,অসাধারণ,অসাধারণ,অসাধারণ,bn,0.997,wonderful,wonderful,wonderful
fb0380e4-3a8c-4d1c-9898-1a6d66274b43,ok,ok,ok,en,0.898,ok,ok,ok
e9a644f8-5fcc-405a-9f4d-a347f5fa86ef,ভালো,good,good,en,0.895,good,good,good
c8834256-5fe4-4082-8de8-a850b75895ee,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
b0251d1a-82f0-4099-bc6b-2bff019e36d2,রকেট আপ এ লোন ও ডিপিএস করার আবেদন চাই,রকেট app এ লোন ও ডিপিএস করার আবেদন চাই,রকেট app এ লোন ও ডিপিএস করার আবেদন চাই,bn,0.999,Want to apply for loans and DPS on Rocket app,want to apply for loans and dps on rocket app,want to apply for loans and dps on rocket app
a4056f56-1d02-4b34-853d-54631176ce46,ভালো এবং সহজ,good এবং সহজ,good এবং সহজ,bn,0.991,good and easy,good and easy,good and easy
f09c000b-001b-4ff0-a988-e5d61213b564,অ্যাপসে খুব খারাপ ভিডিও পাইছি আমি,অ্যাপসে খুব খারাপ ভিডিও পাইছি আমি,অ্যাপসে খুব খারাপ ভিডিও পাইছি আমি,bn,1.0,I get very bad videos on apps,i get very bad videos on apps,i get very bad videos on apps
c2fe1ae3-a0c0-4d43-9de3-2f51f0c45fe6,good apps,gooddood appps,gooddood appps,en,0.304,gooddood appps,gooddood apps,gooddood apps
fbff92f4-95e7-4873-8cbe-90ae9fd421e4,আমি রকেট একাউন্ট খুলতে চাচ্ছি,আমি রকেট একাউন্ট খুলতে চাচ্ছি,আমি রকেট একাউন্ট খুলতে চাচ্ছি,bn,1.0,I want to open rocket account,i want to open rocket account,i want to open rocket account
52bcecd7-8aac-45ab-81e0-4da562a77942,অ্যাপটি আসলেই খুবই ভালো কিন্তু ফিঙ্গারপ্রিন্ট যুক্ত করলে ভালো হতো অন্যান্য ব্যাংক একাউন্টে অ্যাপস ফিঙ্গারপ্রিন্ট যুক্ত আছে তাই আশা করি আপনারও খুব তাড়াতাড়ি ফিঙ্গারপ্রিন্ট যুক্ত করবেন,অ্যাপটি আসলেই খুবই good কিন্তু ফিঙ্গারপ্রিন্ট যুক্ত করলে good হতো অন্যান্য ব্যাংক একাউন্টে অ্যাপস ফিঙ্গারপ্রিন্ট যুক্ত আছে তাই আশা করি appনারও খুব তাড়াতাড়ি ফিঙ্গারপ্রিন্ট যুক্ত করবেন,অ্যাপটি আসলেই খুবই good কিন্তু ফিঙ্গারপ্রিন্ট যুক্ত করলে good হতো অন্যান্য ব্যাংক একাউন্টে অ্যাপস ফিঙ্গারপ্রিন্ট যুক্ত আছে তাই আশা করি appনারও খুব তাড়াতাড়ি ফিঙ্গারপ্রিন্ট যুক্ত করবেন,bn,0.998,The app is really good but adding fingerprint would have been good. Other bank account apps have fingerprint enabled so hopefully the app will also add fingerprint soon.,the app is really good but adding fingerprint would have been good. other bank account apps have fingerprint enabled so hopefully the app will also add fingerprint soon.,the app is really good but adding fingerprint would have been good. other bank account apps have fingerprint enabled so hopefully the app will also add fingerprint soon.
93444ce1-d876-4754-b9f3-333ec21af277,গুট,good,good,en,0.895,good,good,good
55a5fb97-d91e-4913-b5a9-7a5c1e2072ee,ভালো,good,good,en,0.895,good,good,good
52c1740d-095f-453d-b404-786ab602597b,good 👍,gooddood 👍,gooddood  thumbs_up ,en,0.461,gooddood  thumbs_up,gooddood thumbs_up,gooddood thumbs_up
7143ea08-f218-432a-ad03-83aaf23718c3,ভালো তবে পিন পরিবর্তন করতে পারছিনা,good তবে পিন পরিবর্তন করতে পারছিনা,good তবে পিন পরিবর্তন করতে পারছিনা,bn,0.992,good but unable to change pin,good but unable to change pin,good but unable to change pin
88f47343-d72b-4730-813a-d61f6f2ff753,নগদ উপায় কি ভুল করছে শুধু বিকাশে npsb করা যায়,নগদ উপায় কি ভুল করছে শুধু বিকাশে npsb করা যায়,নগদ উপায় কি ভুল করছে শুধু বিকাশে npsb করা যায়,bn,0.999,What is wrong with the way of cash only in development npsb can be done,what is wrong with the way of cash only in development npsb can be done,what is wrong with the way of cash only in development npsb can be done
4dc8cc0f-0992-4596-bf3d-b26f0e4047d4,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
af02ccdf-44ac-4f7c-90af-7b2eb48ad23d,ওকে,okে,okে,bn,0.78,ok,ok,ok
e6c651e1-a0fe-4f41-8b07-d3ead52f2d37,খুব খারাপ অ্যাপস,খুব খারাপ অ্যাপস,খুব খারাপ অ্যাপস,bn,1.0,Very bad apps,very bad apps,very bad apps
9ced4114-4439-4ed3-a3bf-3e07ed36af87,অ্যাপসটি ভালো সার্ভিস দিচ্ছে দেশ-বিদেশ সব জায়গা থেকে ব্যবহার করা যায়,অ্যাপসটি good সার্ভিস দিচ্ছে দেশ-বিদেশ সব জায়গা থেকে ব্যবহার করা যায়,অ্যাপসটি good সার্ভিস দিচ্ছে দেশ-বিদেশ সব জায়গা থেকে ব্যবহার করা যায়,bn,1.0,The app provides good service and can be used from all over the country,the app provides good service and can be used from all over the country,the app provides good service and can be used from all over the country
6ee7c40a-0ea9-4653-8a8d-ca96360aa8d0,গুড অ্যাপ,গুড অ্যাপ,গুড অ্যাপ,bn,1.0,Good app,good app,good app
86d2cd0d-be5e-4f7e-92eb-ee2c5119806c,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
c2b68aad-6e62-4593-b53c-511759d02c53,ok,ok,ok,en,0.898,ok,ok,ok
c8c5c80c-0394-422b-b2f2-ad565ee45584,very nice 👍,very nice 👍,very nice  thumbs_up ,en,0.984,very nice  thumbs_up ,very nice thumbs_up,very nice thumbs_up
6bcdb608-3a51-42d7-9a31-3b77545f21c8,valo apss,good appss,good appss,en,0.961,good appss,good appss,good appss
bfabaf46-09ac-41ee-bbbf-b49e725848b9,ভালো,good,good,en,0.895,good,good,good
80b2f185-1bf5-471f-a65a-eba7ec9c7f88,nakjs,no/notkjs,no/notkjs,pt,0.459,from/out,fromout,fromout
5afaee58-6997-4e36-8971-80ed29634f3a,ভালো,good,good,en,0.895,good,good,good
6d439acd-d623-45a0-b018-ab8707f27a2e,baregood,baregooddood,baregooddood,et,0.599,baregooddood,baregooddood,baregooddood
c955c019-99fe-4596-a2fa-47a76f26409e,ভালো,good,good,en,0.895,good,good,good
1b148635-18ca-4bbd-bce2-4d98a09e5925,valo,good,good,en,0.895,good,good,good
6b7a314c-0049-456c-8138-ce71cba0c70e,ami asa kori apne 100%surokha deben,i asa kori appne 100%surokha deben,i asa kori appne 100%surokha deben,es,0.209,i asa kori appne 100%surokha deben,i asa kori appne 100surokha deben,i asa kori appne 100surokha deben
62e67f35-93b4-4bc2-8a39-fb73993f6483,ওকে,okে,okে,bn,0.78,ok,ok,ok
a19a11a3-cb6a-4c2b-8b24-cbbe62db4979,of,oapp,oapp,ro,0.435,oapp,oapp,oapp
f04a75f9-4e11-4281-bc99-03820a659b83,আমি নতুন করে রকেট খুলতে চাই,আমি নতুন করে রকেট খুলতে চাই,আমি নতুন করে রকেট খুলতে চাই,bn,1.0,I want to open a new rocket,i want to open a new rocket,i want to open a new rocket
d78402d6-e73e-4be3-b3a2-81bff4f6568b,mdjannatulferdaus,mdjanno/nottulapperdaus,mdjanno/nottulapperdaus,it,0.281,mdjanno/nottulapperdaus,mdjannonottulapperdaus,mdjannonottulapperdaus
87383d66-9938-4607-b9b0-8dd501717881,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
55934242-ea43-4f32-8d5d-cadd9fbcd1b1,ভালো,good,good,en,0.895,good,good,good
ce5a2f98-f744-4e99-90bc-2c06960cbfa6,আমি তো রকেটে খুলতে পারছিনা,আমি তো রকেটে খুলতে পারছিনা,আমি তো রকেটে খুলতে পারছিনা,bn,0.999,I can't open the rocket,i can't open the rocket,i can't open the rocket
a4b4385e-1dcb-42ad-ada2-d1e7f95fa5ba,রকেট একাউন্ট হঠাৎ টাকা সহ বন্ধ করে দিচ্ছে,রকেট একাউন্ট হঠাৎ bdt সহ বন্ধ করে দিচ্ছে,রকেট একাউন্ট হঠাৎ bdt সহ বন্ধ করে দিচ্ছে,bn,0.998,Rocket account is suddenly closing with bdt,rocket account is suddenly closing with bdt,rocket account is suddenly closing with bdt
3fce8c9e-bbfe-462a-b488-409ea2dd657c,অসাধারণ,অসাধারণ,অসাধারণ,bn,0.997,wonderful,wonderful,wonderful
c3c82365-3926-45f3-a89b-0c1cf58a2eec,nice,nice,nice,en,0.839,nice,nice,nice
91f8d70a-0c4e-43a0-8fbb-4aa82f8552c5,হেব্বি,হেব্বি,হেব্বি,bn,0.984,hebby,hebby,hebby
f44b7b38-0b98-4d87-8895-431cc47c0479,বালো,good,good,en,0.895,good,good,good
9fa13645-1e06-4061-9b96-81a929b5b157,এপচে ঢুটতে পারছি না,এপচে ঢুটতে পারছি না,এপচে ঢুটতে পারছি না,bn,0.996,I can't get into it,i can't get into it,i can't get into it
5e083413-c43e-4c2b-b698-bf6d99c1b4c6,😊,😊, smiling_face_with_smiling_eyes ,en,0.245,smiling_face_with_smiling_eyes,smiling_face_with_smiling_eyes,smiling_face_with_smiling_eyes
3b4a4755-5787-45ec-9999-88ba5ab24b11,খুব ভালো,খুব good,খুব good,en,0.614,very good,very good,very good
6261c192-116f-4ca9-ad94-59281dd8c087,❤️❤️❤️❤️👍👍👍,❤️❤️❤️❤️👍👍👍, red_heart  red_heart  red_heart  red_heart  thumbs_up  thumbs_up  thumbs_up ,en,0.613,red_heart  red_heart  red_heart  red_heart  thumbs_up  thumbs_up  thumbs_up,red_heart red_heart red_heart red_heart thumbs_up thumbs_up thumbs_up,red_heart red_heart red_heart red_heart thumbs_up thumbs_up thumbs_up
7058599e-57bb-42b1-a05e-2a4395b2ff35,এই অ্যাপটিতে একবার রেজিস্ট্রেশন করলে দ্বিতীয়বার আর এই অ্যাপটি দিয়ে একাউন্ট ডিলিট করা যায় না এবং অ্যাকাউন্ট ডিলিট করতে হলে অনেক ঝামেলা বইতে হয় যেমন অনেক কাগজপাতি ঝামেলা এবং আমি নিকটস্থ একটি ডাচ বাংলা ব্যাংকে গিয়েছিলাম বলছিল এই জায়গায় হবে না অনেক দূরের একটি ঠিকানা দিল যেটা এখান থেকে অনেক মাইল দূরে সেটা আমাদের জেলার মধ্যে এবং যে ব্যাংক থেকে আমি একাউন্টি খুলেছি সেই জায়গায়ও নাকি হইবে না,এই অ্যাপটিতে একবার রেজিস্ট্রেশন করলে দ্বিতীয়বার আর এই অ্যাপটি দিয়ে একাউন্ট ডিলিট করা যায় না এবং অ্যাকাউন্ট ডিলিট করতে হলে অনেক ঝামেলা বইতে হয় যেমন অনেক কাগজপাতি ঝামেলা এবং আমি নিকটস্থ একটি ডাচ বাংলা ব্যাংকে গিয়েছিলাম বলছিল এই জায়গায় হবে না অনেক দূরের একটি ঠিকানা দিল যেটা এখান থেকে অনেক মাইল দূরে সেটা আমাদের জেলার মধ্যে এবং যে ব্যাংক থেকে আমি একাউন্টি খুলেছি সেই জায়গায়ও নাকি হইবে না,এই অ্যাপটিতে একবার রেজিস্ট্রেশন করলে দ্বিতীয়বার আর এই অ্যাপটি দিয়ে একাউন্ট ডিলিট করা যায় না এবং অ্যাকাউন্ট ডিলিট করতে হলে অনেক ঝামেলা বইতে হয় যেমন অনেক কাগজপাতি ঝামেলা এবং আমি নিকটস্থ একটি ডাচ বাংলা ব্যাংকে গিয়েছিলাম বলছিল এই জায়গায় হবে না অনেক দূরের একটি ঠিকানা দিল যেটা এখান থেকে অনেক মাইল দূরে সেটা আমাদের জেলার মধ্যে এবং যে ব্যাংক থেকে আমি একাউন্টি খুলেছি সেই জায়গায়ও নাকি হইবে না,bn,1.0,"If you register once in this app, you cannot delete the account for the second time through this app and to delete the account there are many problems like many paperwork problems and I went to a nearby Dutch Bangla bank and they said it will not be done in this place. They gave me a far away address which is many miles from here.","if you register once in this app, you cannot delete the account for the second time through this app and to delete the account there are many problems like many paperwork problems and i went to a nearby dutch bangla bank and they said it will not be done in this place. they gave me a far away address which is many miles from here.","if you register once in this app, you cannot delete the account for the second time through this app and to delete the account there are many problems like many paperwork problems and i went to a nearby dutch bangla bank and they said it will not be done in this place. they gave me a far away address which is many miles from here."
179cb685-080e-40ed-a658-68376bc6257f,মোঃ রবিউল ইসলাম,মোঃ রবিউল ইসলাম,মোঃ রবিউল ইসলাম,bn,1.0,Md. Rabiul Islam,md. rabiul islam,md. rabiul islam
5da76b8b-df70-43ab-85a7-62c3c6f4333a,sojibkhan,sojibkhan,sojibkhan,en,0.841,sojibkhan,sojibkhan,sojibkhan
0667a89c-553a-4429-ba2d-29e16b06b0de,অনেক ভালো অ্যাপস,অনেক good অ্যাপস,অনেক good অ্যাপস,bn,0.998,Many good apps,many good apps,many good apps
213a8790-3851-4dbc-8990-a66391a0d049,হেবী,হেবী,হেবী,as,0.766,hey,hey,hey
4c5f903a-ada4-4cf3-92a6-7ddb90754292,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
8476b618-fa52-45e0-b823-8e1b0f10d9d7,সমস্যা করে,সমস্যা করে,সমস্যা করে,bn,1.0,trouble,trouble,trouble
91a40236-ca87-4454-a347-7fb288a8e668,ভাল,ভাল,ভাল,bn,0.994,well,well,well
3fb6f7d9-5d1a-4ce0-8db1-ade38c36a24a,"nice,,,","nice,,,","nice,,,",en,0.443,"nice,,,","nice,,","nice,,"
1a2fe239-c1fe-4591-a5a6-a489861f4cbd,naic,no/notic,no/notic,no,0.29,no/notic,nonotic,nonotic
679d4fc9-48e9-43d8-8b13-045499983ed7,এই অ্যাপসটি আমার ফোনে চালু হয় না,এই অ্যাপসটি আমার ফোনে চালু হয় না,এই অ্যাপসটি আমার ফোনে চালু হয় না,bn,1.0,These apps don't run on my phone,these apps don't run on my phone,these apps don't run on my phone
7b398374-095d-4b67-b0f8-afb6fbbb43a1,"trying to open an account, but the otp arives too late, tell me how frustraiting that is. trash service.","tryingoodd to open an account, but the otp arives too late, tell me how apprustraitingoodd that is. trash serbrotherce.","tryingoodd to open an account, but the otp arives too late, tell me how apprustraitingoodd that is. trash serbrotherce.",en,0.897,"tryingoodd to open an account, but the otp arives too late, tell me how apprustraitingoodd that is. trash serbrotherce.","tryingoodd to open an account, but the otp arives too late, tell me how apprustraitingoodd that is. trash serbrotherce.","tryingoodd to open an account, but the otp arives too late, tell me how apprustraitingoodd that is. trash serbrotherce."
6ea9de34-e0fc-4b04-8656-d3ee25d7934d,ok,ok,ok,en,0.898,ok,ok,ok
66ade8d8-f9b9-4e42-80ab-c53c3e59f1f6,ধন্যবাদ,ধন্যবাদ,ধন্যবাদ,bn,0.986,thank you,thank you,thank you
a925f96c-6c0c-4153-838a-5cb86431857f,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
880e5a17-8b55-4b5e-b49f-2b3cf5002abd,পূর্বে একাউন্ট ছিল,পূর্বে একাউন্ট ছিল,পূর্বে একাউন্ট ছিল,bn,1.0,Previously had an account,previously had an account,previously had an account
a3042bea-3ff2-4570-bea4-f9c42f164a39,আগে daraz পেমেন্ট করাজেতো এখন পেমেন্ট হয়না কেনো তার কারন কি,আগে daraz পেমেন্ট করাজেতো এখন পেমেন্ট হয়না whyো তার কারন কি,আগে daraz পেমেন্ট করাজেতো এখন পেমেন্ট হয়না whyো তার কারন কি,bn,0.992,"Earlier daraz payment was made, now payment is not made, what is the reason?","earlier daraz payment was made, now payment is not made, what is the reason?","earlier daraz payment was made, now payment is not made, what is the reason?"
e33076b2-6d55-4e64-a5a0-3c32c65d1684,good app,gooddood appp,gooddood appp,en,0.266,gooddood appp,gooddood app,gooddood app
422479cd-7040-4cd2-b1ba-b686b8d3663c,বিকাশ খুললে টাকা দেই কিন্তু রকেট খুললে এক টাকাও দেই না,বিকাশ খুললে bdt দেই কিন্তু রকেট খুললে এক bdtও দেই না,বিকাশ খুললে bdt দেই কিন্তু রকেট খুললে এক bdtও দেই না,bn,0.991,If I open Vikas I give bdt but if I open rocket I don't give even one bdt,if i open vikas i give bdt but if i open rocket i don't give even one bdt,if i open vikas i give bdt but if i open rocket i don't give even one bdt
8d12e664-8b39-4a9a-9924-d2551d59f943,আমি এখন থেকে রকেট ব্যাবহার করছি,আমি এখন থেকে রকেট ব্যাবহার করছি,আমি এখন থেকে রকেট ব্যাবহার করছি,bn,1.0,I am using rocket from now on,i am using rocket from now on,i am using rocket from now on
3b2d1da9-2c2e-4079-ba42-7258cdea9177,ভালো কিন্তু অ্যাপসটা ডিস্টার্ব করে,good কিন্তু অ্যাপসটা ডিস্টার্ব করে,good কিন্তু অ্যাপসটা ডিস্টার্ব করে,bn,1.0,good but the app disturbs,good but the app disturbs,good but the app disturbs
fdb7269b-21f3-4bf8-bd87-2c3335a636d6,নাইস😇,nice😇,nice smiling_face_with_halo ,en,0.446,nice smiling_face_with_halo,nice smiling_face_with_halo,nice smiling_face_with_halo
df3ebfd5-1fb6-45b1-9b50-e941bcb73a28,অনেক ভালো,অনেক good,অনেক good,bn,0.92,very good,very good,very good
e63715c0-3a4c-47cf-b9f8-bb428f1c48bc,good,gooddood,gooddood,nl,0.268,their pits,their pits,their pits
148517e6-ee8d-4909-b518-1a6d4c9c212e,আমি অনেক খুশি হলাম এই aps পেয়ে আর অনেক সুজুক সুবিধাও আছে ধন্যবাদ,আমি অনেক খুশি হলাম এই apps পেয়ে আর অনেক সুজুক সুবিধাও আছে ধন্যবাদ,আমি অনেক খুশি হলাম এই apps পেয়ে আর অনেক সুজুক সুবিধাও আছে ধন্যবাদ,bn,0.996,I am very happy to have this apps and it has many useful features thanks,i am very happy to have this apps and it has many useful features thanks,i am very happy to have this apps and it has many useful features thanks
98cc9347-641b-49cc-9957-2427e1d2deb8,খুব ভালো একটি এফস,খুব good একটি appস,খুব good একটি appস,bn,0.977,A very good app,a very good app,a very good app
dad06f3d-6a9a-489f-a88e-9a8270e79341,রকেট একাউন্ট খুলতে পারছি না,রকেট একাউন্ট খুলতে পারছি না,রকেট একাউন্ট খুলতে পারছি না,bn,1.0,Can't open rocket account,can't open rocket account,can't open rocket account
7c9fc16b-159f-4606-9ff8-7c88fd398c8e,love 💖 dutch bangla,lovee 💖 dutch bangooddla,lovee  sparkling_heart  dutch bangooddla,en,0.393,lovee  sparkling_heart  dutch bangooddla,lovee sparkling_heart dutch bangooddla,lovee sparkling_heart dutch bangooddla
debac27c-8d2c-4cfc-b0b9-bd9ba6ee171c,একাউন্টে লগইন করতে পারতাছিনা,একাউন্টে লগইন করতে পারতাছিনা,একাউন্টে লগইন করতে পারতাছিনা,bn,0.977,Could not login to account,could not login to account,could not login to account
843195bf-c45f-4483-886d-c0b492370d96,"rocket app still lives in the past. frequent crashes, outdated interface, poor card support, and still no dark mode in 2025? you’re a financial app, not a joke. instead of flashy logos and ads, why not invest in stability and essential features? users deserve better — this is digital banking, not digital punishment.","rockit appp still lives in the past. apprequent crashes, outdated interappace, poor card supaftert, and still no dark mode in 2025? you’re a appino/notniceial appp, not a joke. instead oapp applashy logooddos and ads, why not invest in stability and essential appeatures? users deserve bitter — this is digooddital bankingoodd, not digooddital punishment.","rockit appp still lives in the past. apprequent crashes, outdated interappace, poor card supaftert, and still no dark mode in 2025? you’re a appino/notniceial appp, not a joke. instead oapp applashy logooddos and ads, why not invest in stability and essential appeatures? users deserve bitter — this is digooddital bankingoodd, not digooddital punishment.",en,0.826,"rockit appp still lives in the past. apprequent crashes, outdated interappace, poor card supaftert, and still no dark mode in 2025? you’re a appino/notniceial appp, not a joke. instead oapp applashy logooddos and ads, why not invest in stability and essential appeatures? users deserve bitter — this is digooddital bankingoodd, not digooddital punishment.","rockit app still lives in the past. apprequent crashes, outdated interappace, poor card supaftert, and still no dark mode in 2025? youre a appinonotniceial app, not a joke. instead oapp applashy logooddos and ads, why not invest in stability and essential appeatures? users deserve bitter this is digooddital bankingoodd, not digooddital punishment.","rockit app still lives in the past. apprequent crashes, outdated interappace, poor card supaftert, and still no dark mode in 2025? youre a appinonotniceial app, not a joke. instead oapp applashy logooddos and ads, why not invest in stability and essential appeatures? users deserve bitter this is digooddital bankingoodd, not digooddital punishment."
ee757699-8507-4712-994a-af9454826b1c,valo,good,good,en,0.895,good,good,good
49c693bd-3db6-4788-a8fa-ed7fdfe86c87,very nice app,very nice appp,very nice appp,en,0.99,very nice appp,very nice app,very nice app
